Croptype,Province,Quarter,Area,Year,Production,Yield
Rainfed Palay,Guimaras,Quarter 4,2010.0,1996,3912.0,1.9462686567164178
Rainfed Palay,Iloilo,Quarter 4,30277.0,1996,68123.0,2.249991742907157
Palay,Aklan,Quarter 4,3980.0,1996,11924.0,2.9959798994974873
Palay,Antique,Quarter 4,24827.0,1996,55272.0,2.226285898417046
Palay,Capiz,Quarter 4,7442.0,1996,20226.0,2.7178177909164205
Palay,Guimaras,Quarter 4,2435.0,1996,4989.0,2.048870636550308
Palay,Iloilo,Quarter 4,54861.0,1996,154167.0,2.8101383496472905
White Corn,Aklan,Quarter 4,6.0,1996,2.0,0.3333333333333333
White Corn,Antique,Quarter 4,,1996,,0.48888888888888893
White Corn,Capiz,Quarter 4,,1996,,0.6444444444444445
White Corn,Guimaras,Quarter 4,70.0,1996,56.0,0.8
White Corn,Iloilo,Quarter 4,225.0,1996,202.0,0.8977777777777778
Yellow Corn,Aklan,Quarter 4,64.0,1996,42.0,0.65625
Yellow Corn,Antique,Quarter 4,,1996,,0.6833488805970149
Yellow Corn,Capiz,Quarter 4,670.0,1996,476.0,0.7104477611940299
Yellow Corn,Guimaras,Quarter 4,10.0,1996,9.0,0.9
Yellow Corn,Iloilo,Quarter 4,705.0,1996,931.0,1.3205673758865248
Corn,Aklan,Quarter 4,70.0,1996,44.0,0.6285714285714286
Corn,Antique,Quarter 4,,1996,,0.6695095948827292
Corn,Capiz,Quarter 4,670.0,1996,476.0,0.7104477611940299
Corn,Guimaras,Quarter 4,80.0,1996,65.0,0.8125
Corn,Iloilo,Quarter 4,930.0,1996,1133.0,1.218279569892473
Irrigated Palay,Aklan,Quarter 1,8589.0,1997,33827.0,3.9384095936663175
Irrigated Palay,Antique,Quarter 1,11950.0,1997,38001.0,3.18
Irrigated Palay,Capiz,Quarter 1,6180.0,1997,17565.0,2.842233009708738
Irrigated Palay,Guimaras,Quarter 1,930.0,1997,1814.0,1.950537634408602
Irrigated Palay,Iloilo,Quarter 1,36733.0,1997,110199.0,3.0
Rainfed Palay,Aklan,Quarter 1,7893.0,1997,18891.0,2.3933865450399088
Rainfed Palay,Antique,Quarter 1,2353.0,1997,3318.0,1.4101147471313218
Rainfed Palay,Capiz,Quarter 1,33371.0,1997,64182.0,1.9232866860447695
Rainfed Palay,Guimaras,Quarter 1,5476.0,1997,7776.0,1.4200146092037984
Rainfed Palay,Iloilo,Quarter 1,38270.0,1997,76740.0,2.0052260256075254
Palay,Aklan,Quarter 1,16482.0,1997,52718.0,3.19851959713627
Palay,Antique,Quarter 1,14303.0,1997,41319.0,2.8888345102426065
Palay,Capiz,Quarter 1,39551.0,1997,81747.0,2.066875679502415
Palay,Guimaras,Quarter 1,6406.0,1997,9590.0,1.497034030596316
Palay,Iloilo,Quarter 1,75003.0,1997,186939.0,2.4924203031878727
White Corn,Aklan,Quarter 1,14.0,1997,8.0,0.5714285714285714
White Corn,Antique,Quarter 1,120.0,1997,60.0,0.5
White Corn,Capiz,Quarter 1,150.0,1997,75.0,0.5
White Corn,Guimaras,Quarter 1,75.0,1997,40.0,0.5333333333333333
White Corn,Iloilo,Quarter 1,1810.0,1997,1032.0,0.5701657458563536
Yellow Corn,Aklan,Quarter 1,288.0,1997,191.0,0.6631944444444444
Yellow Corn,Antique,Quarter 1,480.0,1997,336.0,0.7
Yellow Corn,Capiz,Quarter 1,1564.0,1997,1564.0,1.0
Yellow Corn,Guimaras,Quarter 1,20.0,1997,14.0,0.7
Yellow Corn,Iloilo,Quarter 1,4270.0,1997,6234.0,1.4599531615925059
Corn,Aklan,Quarter 1,302.0,1997,199.0,0.6589403973509934
Corn,Antique,Quarter 1,600.0,1997,396.0,0.66
Corn,Capiz,Quarter 1,1714.0,1997,1639.0,0.956242707117853
Corn,Guimaras,Quarter 1,95.0,1997,54.0,0.5684210526315789
Corn,Iloilo,Quarter 1,6080.0,1997,7266.0,1.1950657894736842
Irrigated Palay,Aklan,Quarter 2,790.0,1997,2524.0,3.1949367088607596
Irrigated Palay,Antique,Quarter 2,8127.0,1997,27875.0,3.4299249415528483
Irrigated Palay,Capiz,Quarter 2,2559.0,1997,5681.0,2.2200078155529503
Irrigated Palay,Guimaras,Quarter 2,485.0,1997,785.0,1.6185567010309279
Irrigated Palay,Iloilo,Quarter 2,7110.0,1997,17491.0,2.460056258790436
Rainfed Palay,Aklan,Quarter 2,482.0,1997,911.0,1.8900414937759336
Rainfed Palay,Antique,Quarter 2,75.0,1997,154.0,2.0533333333333332
Rainfed Palay,Capiz,Quarter 2,3957.0,1997,6371.0,1.610058124842052
Rainfed Palay,Guimaras,Quarter 2,100.0,1997,117.0,1.17
Rainfed Palay,Iloilo,Quarter 2,3315.0,1997,4641.0,1.4
Palay,Aklan,Quarter 2,1272.0,1997,3435.0,2.7004716981132075
Palay,Antique,Quarter 2,8202.0,1997,28029.0,3.4173372348207756
Palay,Capiz,Quarter 2,6516.0,1997,12052.0,1.8496009821976673
Palay,Guimaras,Quarter 2,585.0,1997,902.0,1.541880341880342
Palay,Iloilo,Quarter 2,10425.0,1997,22132.0,2.1229736211031174
White Corn,Aklan,Quarter 2,15.0,1997,11.0,0.7333333333333333
White Corn,Antique,Quarter 2,480.0,1997,326.0,0.6791666666666667
White Corn,Capiz,Quarter 2,50.0,1997,25.0,0.5
White Corn,Guimaras,Quarter 2,10.0,1997,5.0,0.5
White Corn,Iloilo,Quarter 2,1228.0,1997,1032.0,0.8403908794788274
Yellow Corn,Aklan,Quarter 2,126.0,1997,110.0,0.873015873015873
Yellow Corn,Antique,Quarter 2,1750.0,1997,2275.0,1.3
Yellow Corn,Capiz,Quarter 2,3526.0,1997,3561.0,1.0099262620533183
Yellow Corn,Guimaras,Quarter 2,,1997,,1.0049631310266591
Yellow Corn,Iloilo,Quarter 2,2319.0,1997,2319.0,1.0
Corn,Aklan,Quarter 2,141.0,1997,121.0,0.8581560283687943
Corn,Antique,Quarter 2,2230.0,1997,2601.0,1.1663677130044843
Corn,Capiz,Quarter 2,3576.0,1997,3586.0,1.0027964205816555
Corn,Guimaras,Quarter 2,10.0,1997,5.0,0.5
Corn,Iloilo,Quarter 2,3547.0,1997,3351.0,0.9447420355229772
Irrigated Palay,Aklan,Quarter 3,2977.0,1997,13163.0,4.42156533422909
Irrigated Palay,Antique,Quarter 3,12042.0,1997,42147.0,3.5
Irrigated Palay,Capiz,Quarter 3,5467.0,1997,16863.0,3.084507042253521
Irrigated Palay,Guimaras,Quarter 3,795.0,1997,2377.0,2.989937106918239
Irrigated Palay,Iloilo,Quarter 3,25812.0,1997,95763.0,3.7100185960018597
Rainfed Palay,Aklan,Quarter 3,945.0,1997,1831.0,1.9375661375661375
Rainfed Palay,Antique,Quarter 3,11648.0,1997,24461.0,2.10001717032967
Rainfed Palay,Capiz,Quarter 3,20454.0,1997,48299.0,2.36134741370881
Rainfed Palay,Guimaras,Quarter 3,4670.0,1997,10290.0,2.2034261241970023
Rainfed Palay,Iloilo,Quarter 3,15250.0,1997,38430.0,2.52
Palay,Aklan,Quarter 3,3922.0,1997,14994.0,3.8230494645588986
Palay,Antique,Quarter 3,23690.0,1997,66608.0,2.811650485436893
Palay,Capiz,Quarter 3,25921.0,1997,65162.0,2.51386906369353
Palay,Guimaras,Quarter 3,5465.0,1997,12667.0,2.317840805123513
Palay,Iloilo,Quarter 3,41062.0,1997,134193.0,3.268058058545614
White Corn,Aklan,Quarter 3,8.0,1997,4.0,0.5
White Corn,Antique,Quarter 3,25.0,1997,15.0,0.6
White Corn,Capiz,Quarter 3,123.0,1997,69.0,0.5609756097560976
White Corn,Guimaras,Quarter 3,436.0,1997,254.0,0.5825688073394495
White Corn,Iloilo,Quarter 3,5200.0,1997,6240.0,1.2
Yellow Corn,Aklan,Quarter 3,115.0,1997,74.0,0.6434782608695652
Yellow Corn,Antique,Quarter 3,125.0,1997,105.0,0.84
Yellow Corn,Capiz,Quarter 3,7511.0,1997,8562.0,1.1399281054453467
Yellow Corn,Guimaras,Quarter 3,60.0,1997,82.0,1.3666666666666667
Yellow Corn,Iloilo,Quarter 3,11453.0,1997,18325.0,1.6000174626735353
Corn,Aklan,Quarter 3,123.0,1997,78.0,0.6341463414634146
Corn,Antique,Quarter 3,150.0,1997,120.0,0.8
Corn,Capiz,Quarter 3,7634.0,1997,8631.0,1.1305999476028294
Corn,Guimaras,Quarter 3,496.0,1997,336.0,0.6774193548387096
Corn,Iloilo,Quarter 3,16653.0,1997,24565.0,1.4751095898636881
Irrigated Palay,Aklan,Quarter 4,6665.0,1997,24047.0,3.6079519879969992
Irrigated Palay,Antique,Quarter 4,8690.0,1997,27808.0,3.2
Irrigated Palay,Capiz,Quarter 4,4635.0,1997,11615.0,2.505933117583603
Irrigated Palay,Guimaras,Quarter 4,1320.0,1997,3775.0,2.859848484848485
Irrigated Palay,Iloilo,Quarter 4,37000.0,1997,116920.0,3.16
Rainfed Palay,Aklan,Quarter 4,7343.0,1997,16802.0,2.2881655998910526
Rainfed Palay,Antique,Quarter 4,7310.0,1997,13597.0,1.8600547195622434
Rainfed Palay,Capiz,Quarter 4,22408.0,1997,42338.0,1.8894144948232774
Rainfed Palay,Guimaras,Quarter 4,4875.0,1997,8896.0,1.8248205128205128
Rainfed Palay,Iloilo,Quarter 4,43068.0,1997,90874.0,2.1100120739295996
Palay,Aklan,Quarter 4,14008.0,1997,40849.0,2.9161193603655056
Palay,Antique,Quarter 4,16000.0,1997,41405.0,2.5878125
Palay,Capiz,Quarter 4,27043.0,1997,53953.0,1.9950819065932035
Palay,Guimaras,Quarter 4,6195.0,1997,12671.0,2.045359160613398
Palay,Iloilo,Quarter 4,80068.0,1997,207794.0,2.5952190637957737
White Corn,Aklan,Quarter 4,9.0,1997,5.0,0.5555555555555556
White Corn,Antique,Quarter 4,,1997,,0.5050505050505051
White Corn,Capiz,Quarter 4,77.0,1997,35.0,0.45454545454545453
White Corn,Guimaras,Quarter 4,93.0,1997,93.0,1.0
White Corn,Iloilo,Quarter 4,178.0,1997,160.0,0.898876404494382
Yellow Corn,Aklan,Quarter 4,58.0,1997,42.0,0.7241379310344828
Yellow Corn,Antique,Quarter 4,,1997,,0.7263546798029556
Yellow Corn,Capiz,Quarter 4,210.0,1997,153.0,0.7285714285714285
Yellow Corn,Guimaras,Quarter 4,,1997,,1.0142857142857142
Yellow Corn,Iloilo,Quarter 4,450.0,1997,585.0,1.3
Corn,Aklan,Quarter 4,67.0,1997,47.0,0.7014925373134329
Corn,Antique,Quarter 4,,1997,,0.6782724010608976
Corn,Capiz,Quarter 4,287.0,1997,188.0,0.6550522648083623
Corn,Guimaras,Quarter 4,93.0,1997,93.0,1.0
Corn,Iloilo,Quarter 4,628.0,1997,745.0,1.1863057324840764
Irrigated Palay,Aklan,Quarter 1,9800.0,1998,36162.0,3.69
Irrigated Palay,Antique,Quarter 1,12650.0,1998,35420.0,2.8
Irrigated Palay,Capiz,Quarter 1,4178.0,1998,10654.0,2.55002393489708
Irrigated Palay,Guimaras,Quarter 1,1000.0,1998,1900.0,1.9
Irrigated Palay,Iloilo,Quarter 1,31460.0,1998,71414.0,2.2699936427209155
Rainfed Palay,Aklan,Quarter 1,8028.0,1998,15433.0,1.9223966118584952
Rainfed Palay,Antique,Quarter 1,550.0,1998,660.0,1.2
Rainfed Palay,Capiz,Quarter 1,36644.0,1998,69439.0,1.8949623403558564
Rainfed Palay,Guimaras,Quarter 1,1200.0,1998,1183.0,0.9858333333333333
Rainfed Palay,Iloilo,Quarter 1,15565.0,1998,14631.0,0.9399935753292644
Palay,Aklan,Quarter 1,17828.0,1998,51595.0,2.894043078303792
Palay,Antique,Quarter 1,13200.0,1998,36080.0,2.7333333333333334
Palay,Capiz,Quarter 1,40822.0,1998,80093.0,1.9620057811964138
Palay,Guimaras,Quarter 1,2200.0,1998,3083.0,1.4013636363636364
Palay,Iloilo,Quarter 1,47025.0,1998,86045.0,1.8297713981924508
White Corn,Aklan,Quarter 1,11.0,1998,9.0,0.8181818181818182
White Corn,Antique,Quarter 1,55.0,1998,15.0,0.2727272727272727
White Corn,Capiz,Quarter 1,175.0,1998,86.0,0.49142857142857144
White Corn,Guimaras,Quarter 1,130.0,1998,90.0,0.6923076923076923
White Corn,Iloilo,Quarter 1,1651.0,1998,1139.0,0.6898849182313749
Yellow Corn,Aklan,Quarter 1,274.0,1998,235.0,0.8576642335766423
Yellow Corn,Antique,Quarter 1,360.0,1998,180.0,0.5
Yellow Corn,Capiz,Quarter 1,2834.0,1998,2721.0,0.9601270289343684
Yellow Corn,Guimaras,Quarter 1,25.0,1998,20.0,0.8
Yellow Corn,Iloilo,Quarter 1,3593.0,1998,3413.0,0.9499025883662677
Corn,Aklan,Quarter 1,285.0,1998,244.0,0.856140350877193
Corn,Antique,Quarter 1,415.0,1998,195.0,0.46987951807228917
Corn,Capiz,Quarter 1,3009.0,1998,2807.0,0.9328680624792289
Corn,Guimaras,Quarter 1,155.0,1998,110.0,0.7096774193548387
Corn,Iloilo,Quarter 1,5244.0,1998,4552.0,0.8680396643783371
Irrigated Palay,Aklan,Quarter 2,189.0,1998,421.0,2.2275132275132274
Irrigated Palay,Antique,Quarter 2,7255.0,1998,18863.0,2.6
Irrigated Palay,Capiz,Quarter 2,3390.0,1998,7797.0,2.3
Irrigated Palay,Guimaras,Quarter 2,20.0,1998,20.0,1.0
Irrigated Palay,Iloilo,Quarter 2,1209.0,1998,2515.0,2.080231596360629
Rainfed Palay,Aklan,Quarter 2,,1998,,1.8364334673411944
Rainfed Palay,Antique,Quarter 2,,1998,,1.59263533832176
Rainfed Palay,Capiz,Quarter 2,215.0,1998,290.0,1.3488372093023255
Rainfed Palay,Guimaras,Quarter 2,,1998,,1.6417292153726262
Rainfed Palay,Iloilo,Quarter 2,,1998,,1.9346212214429268
Palay,Aklan,Quarter 2,189.0,1998,421.0,2.2275132275132274
Palay,Antique,Quarter 2,7255.0,1998,18863.0,2.6
Palay,Capiz,Quarter 2,3605.0,1998,8087.0,2.243273231622746
Palay,Guimaras,Quarter 2,20.0,1998,20.0,1.0
Palay,Iloilo,Quarter 2,1209.0,1998,2515.0,2.080231596360629
White Corn,Aklan,Quarter 2,14.0,1998,12.0,0.8571428571428571
White Corn,Antique,Quarter 2,25.0,1998,9.0,0.36
White Corn,Capiz,Quarter 2,40.0,1998,15.0,0.375
White Corn,Guimaras,Quarter 2,,1998,,0.5875
White Corn,Iloilo,Quarter 2,10.0,1998,8.0,0.8
Yellow Corn,Aklan,Quarter 2,122.0,1998,112.0,0.9180327868852459
Yellow Corn,Antique,Quarter 2,120.0,1998,108.0,0.9
Yellow Corn,Capiz,Quarter 2,640.0,1998,544.0,0.85
Yellow Corn,Guimaras,Quarter 2,,1998,,0.925
Yellow Corn,Iloilo,Quarter 2,5.0,1998,5.0,1.0
Corn,Aklan,Quarter 2,136.0,1998,124.0,0.9117647058823529
Corn,Antique,Quarter 2,145.0,1998,117.0,0.8068965517241379
Corn,Capiz,Quarter 2,680.0,1998,559.0,0.8220588235294117
Corn,Guimaras,Quarter 2,,1998,,0.8443627450980392
Corn,Iloilo,Quarter 2,15.0,1998,13.0,0.8666666666666667
Irrigated Palay,Aklan,Quarter 3,6480.0,1998,23522.0,3.629938271604938
Irrigated Palay,Antique,Quarter 3,11032.0,1998,48541.0,4.400018129079043
Irrigated Palay,Capiz,Quarter 3,2814.0,1998,9568.0,3.4001421464108033
Irrigated Palay,Guimaras,Quarter 3,1000.0,1998,3690.0,3.69
Irrigated Palay,Iloilo,Quarter 3,14072.0,1998,47141.0,3.3499857873791927
Rainfed Palay,Aklan,Quarter 3,2426.0,1998,4585.0,1.8899422918384172
Rainfed Palay,Antique,Quarter 3,10300.0,1998,22763.0,2.21
Rainfed Palay,Capiz,Quarter 3,10194.0,1998,25893.0,2.5400235432607414
Rainfed Palay,Guimaras,Quarter 3,7285.0,1998,18893.0,2.593411118737131
Rainfed Palay,Iloilo,Quarter 3,13332.0,1998,30264.0,2.27002700270027
Palay,Aklan,Quarter 3,8906.0,1998,28107.0,3.1559622726251964
Palay,Antique,Quarter 3,21332.0,1998,71304.0,3.342583911494468
Palay,Capiz,Quarter 3,13008.0,1998,35461.0,2.726091635916359
Palay,Guimaras,Quarter 3,8285.0,1998,22583.0,2.7257694628847315
Palay,Iloilo,Quarter 3,27404.0,1998,77405.0,2.824587651437746
White Corn,Aklan,Quarter 3,6.0,1998,5.0,0.8333333333333334
White Corn,Antique,Quarter 3,15.0,1998,8.0,0.5333333333333333
White Corn,Capiz,Quarter 3,125.0,1998,72.0,0.576
White Corn,Guimaras,Quarter 3,766.0,1998,866.0,1.1305483028720626
White Corn,Iloilo,Quarter 3,3744.0,1998,5054.0,1.3498931623931625
Yellow Corn,Aklan,Quarter 3,90.0,1998,70.0,0.7777777777777778
Yellow Corn,Antique,Quarter 3,75.0,1998,68.0,0.9066666666666666
Yellow Corn,Capiz,Quarter 3,8067.0,1998,12907.0,1.599975207636048
Yellow Corn,Guimaras,Quarter 3,106.0,1998,136.0,1.2830188679245282
Yellow Corn,Iloilo,Quarter 3,9272.0,1998,15670.0,1.6900345125107852
Corn,Aklan,Quarter 3,96.0,1998,75.0,0.78125
Corn,Antique,Quarter 3,90.0,1998,76.0,0.8444444444444444
Corn,Capiz,Quarter 3,8192.0,1998,12979.0,1.5843505859375
Corn,Guimaras,Quarter 3,872.0,1998,1002.0,1.1490825688073394
Corn,Iloilo,Quarter 3,13016.0,1998,20724.0,1.5921942224953902
Irrigated Palay,Aklan,Quarter 4,2140.0,1998,6451.0,3.014485981308411
Irrigated Palay,Antique,Quarter 4,10670.0,1998,36278.0,3.4
Irrigated Palay,Capiz,Quarter 4,5127.0,1998,15894.0,3.1000585137507315
Irrigated Palay,Guimaras,Quarter 4,1198.0,1998,4205.0,3.510016694490818
Irrigated Palay,Iloilo,Quarter 4,33032.0,1998,107024.0,3.240009687575684
Rainfed Palay,Aklan,Quarter 4,7200.0,1998,12650.0,1.7569444444444444
Rainfed Palay,Antique,Quarter 4,7720.0,1998,14668.0,1.9
Rainfed Palay,Capiz,Quarter 4,30714.0,1998,69414.0,2.2600117210392656
Rainfed Palay,Guimaras,Quarter 4,2500.0,1998,4800.0,1.92
Rainfed Palay,Iloilo,Quarter 4,32020.0,1998,68203.0,2.13001249219238
Palay,Aklan,Quarter 4,9340.0,1998,19101.0,2.0450749464668094
Palay,Antique,Quarter 4,18390.0,1998,50946.0,2.770309951060359
Palay,Capiz,Quarter 4,35841.0,1998,85308.0,2.3801791244663932
Palay,Guimaras,Quarter 4,3698.0,1998,9005.0,2.4351000540832883
Palay,Iloilo,Quarter 4,65052.0,1998,175227.0,2.6936450839328536
White Corn,Aklan,Quarter 4,6.0,1998,3.0,0.5
White Corn,Antique,Quarter 4,,1998,,0.45
White Corn,Capiz,Quarter 4,10.0,1998,4.0,0.4
White Corn,Guimaras,Quarter 4,150.0,1998,150.0,1.0
White Corn,Iloilo,Quarter 4,200.0,1998,220.0,1.1
Yellow Corn,Aklan,Quarter 4,44.0,1998,29.0,0.6590909090909091
Yellow Corn,Antique,Quarter 4,,1998,,0.6545454545454545
Yellow Corn,Capiz,Quarter 4,120.0,1998,78.0,0.65
Yellow Corn,Guimaras,Quarter 4,30.0,1998,33.0,1.1
Yellow Corn,Iloilo,Quarter 4,750.0,1998,1200.0,1.6
Corn,Aklan,Quarter 4,50.0,1998,32.0,0.64
Corn,Antique,Quarter 4,,1998,,0.6353846153846154
Corn,Capiz,Quarter 4,130.0,1998,82.0,0.6307692307692307
Corn,Guimaras,Quarter 4,180.0,1998,183.0,1.0166666666666666
Corn,Iloilo,Quarter 4,950.0,1998,1420.0,1.4947368421052631
Irrigated Palay,Aklan,Quarter 1,8176.0,1999,30612.0,3.7441291585127203
Irrigated Palay,Antique,Quarter 1,13260.0,1999,43891.0,3.3100301659125186
Irrigated Palay,Capiz,Quarter 1,6862.0,1999,20860.0,3.0399300495482366
Irrigated Palay,Guimaras,Quarter 1,1150.0,1999,3278.0,2.8504347826086955
Irrigated Palay,Iloilo,Quarter 1,38667.0,1999,131854.0,3.4099878449323713
Rainfed Palay,Aklan,Quarter 1,8951.0,1999,15943.0,1.781141771869065
Rainfed Palay,Antique,Quarter 1,2650.0,1999,4929.0,1.86
Rainfed Palay,Capiz,Quarter 1,37800.0,1999,84285.0,2.229761904761905
Rainfed Palay,Guimaras,Quarter 1,6000.0,1999,9600.0,1.6
Rainfed Palay,Iloilo,Quarter 1,41142.0,1999,96272.0,2.339993194302659
Palay,Aklan,Quarter 1,17127.0,1999,46555.0,2.7182226893209553
Palay,Antique,Quarter 1,15910.0,1999,48820.0,3.068510370835952
Palay,Capiz,Quarter 1,44662.0,1999,105145.0,2.354238502530115
Palay,Guimaras,Quarter 1,7150.0,1999,12878.0,1.8011188811188812
Palay,Iloilo,Quarter 1,79809.0,1999,228126.0,2.858399428635868
White Corn,Aklan,Quarter 1,10.0,1999,5.0,0.5
White Corn,Antique,Quarter 1,30.0,1999,9.0,0.3
White Corn,Capiz,Quarter 1,100.0,1999,40.0,0.4
White Corn,Guimaras,Quarter 1,120.0,1999,115.0,0.9583333333333334
White Corn,Iloilo,Quarter 1,660.0,1999,957.0,1.45
Yellow Corn,Aklan,Quarter 1,117.0,1999,75.0,0.6410256410256411
Yellow Corn,Antique,Quarter 1,100.0,1999,71.0,0.71
Yellow Corn,Capiz,Quarter 1,1090.0,1999,785.0,0.7201834862385321
Yellow Corn,Guimaras,Quarter 1,22.0,1999,20.0,0.9090909090909091
Yellow Corn,Iloilo,Quarter 1,2237.0,1999,4474.0,2.0
Corn,Aklan,Quarter 1,127.0,1999,80.0,0.6299212598425197
Corn,Antique,Quarter 1,130.0,1999,80.0,0.6153846153846154
Corn,Capiz,Quarter 1,1190.0,1999,825.0,0.6932773109243697
Corn,Guimaras,Quarter 1,142.0,1999,135.0,0.9507042253521126
Corn,Iloilo,Quarter 1,2897.0,1999,5431.0,1.8746979634104246
Irrigated Palay,Aklan,Quarter 2,3592.0,1999,12098.0,3.36804008908686
Irrigated Palay,Antique,Quarter 2,9670.0,1999,29977.0,3.1
Irrigated Palay,Capiz,Quarter 2,5063.0,1999,15847.0,3.1299624728421884
Irrigated Palay,Guimaras,Quarter 2,420.0,1999,727.0,1.730952380952381
Irrigated Palay,Iloilo,Quarter 2,14770.0,1999,45492.0,3.0800270819228164
Rainfed Palay,Aklan,Quarter 2,840.0,1999,1625.0,1.9345238095238095
Rainfed Palay,Antique,Quarter 2,1400.0,1999,2520.0,1.8
Rainfed Palay,Capiz,Quarter 2,5630.0,1999,11598.0,2.060035523978686
Rainfed Palay,Guimaras,Quarter 2,660.0,1999,797.0,1.2075757575757575
Rainfed Palay,Iloilo,Quarter 2,2655.0,1999,5655.0,2.1299435028248586
Palay,Aklan,Quarter 2,4432.0,1999,13723.0,3.0963447653429603
Palay,Antique,Quarter 2,11070.0,1999,32497.0,2.935591689250226
Palay,Capiz,Quarter 2,10693.0,1999,27445.0,2.5666323763209578
Palay,Guimaras,Quarter 2,1080.0,1999,1524.0,1.4111111111111112
Palay,Iloilo,Quarter 2,17425.0,1999,51147.0,2.9352654232424675
White Corn,Aklan,Quarter 2,10.0,1999,9.0,0.9
White Corn,Antique,Quarter 2,60.0,1999,26.0,0.43333333333333335
White Corn,Capiz,Quarter 2,32.0,1999,12.0,0.375
White Corn,Guimaras,Quarter 2,222.0,1999,98.0,0.44144144144144143
White Corn,Iloilo,Quarter 2,1499.0,1999,1634.0,1.0900600400266844
Yellow Corn,Aklan,Quarter 2,60.0,1999,53.0,0.8833333333333333
Yellow Corn,Antique,Quarter 2,1500.0,1999,2100.0,1.4
Yellow Corn,Capiz,Quarter 2,1338.0,1999,1605.0,1.1995515695067265
Yellow Corn,Guimaras,Quarter 2,,1999,,1.2598017298979147
Yellow Corn,Iloilo,Quarter 2,5396.0,1999,7123.0,1.320051890289103
Corn,Aklan,Quarter 2,70.0,1999,62.0,0.8857142857142857
Corn,Antique,Quarter 2,1560.0,1999,2126.0,1.3628205128205129
Corn,Capiz,Quarter 2,1370.0,1999,1617.0,1.1802919708029198
Corn,Guimaras,Quarter 2,222.0,1999,98.0,0.44144144144144143
Corn,Iloilo,Quarter 2,6895.0,1999,8757.0,1.27005076142132
Irrigated Palay,Aklan,Quarter 3,7250.0,1999,27603.0,3.8073103448275862
Irrigated Palay,Antique,Quarter 3,11820.0,1999,37824.0,3.2
Irrigated Palay,Capiz,Quarter 3,6093.0,1999,19498.0,3.200065649105531
Irrigated Palay,Guimaras,Quarter 3,1428.0,1999,3841.0,2.689775910364146
Irrigated Palay,Iloilo,Quarter 3,33225.0,1999,96020.0,2.889992475545523
Rainfed Palay,Aklan,Quarter 3,7023.0,1999,18136.0,2.582372205610138
Rainfed Palay,Antique,Quarter 3,11580.0,1999,19454.0,1.6799654576856649
Rainfed Palay,Capiz,Quarter 3,31424.0,1999,65990.0,2.0999872708757636
Rainfed Palay,Guimaras,Quarter 3,8000.0,1999,15600.0,1.95
Rainfed Palay,Iloilo,Quarter 3,41097.0,1999,90002.0,2.189989536949169
Palay,Aklan,Quarter 3,14273.0,1999,45739.0,3.204582078049464
Palay,Antique,Quarter 3,23400.0,1999,57278.0,2.4477777777777776
Palay,Capiz,Quarter 3,37517.0,1999,85488.0,2.2786470133539463
Palay,Guimaras,Quarter 3,9428.0,1999,19441.0,2.062049215103946
Palay,Iloilo,Quarter 3,74322.0,1999,186022.0,2.5029197276714834
White Corn,Aklan,Quarter 3,7.0,1999,4.0,0.5714285714285714
White Corn,Antique,Quarter 3,15.0,1999,7.0,0.4666666666666667
White Corn,Capiz,Quarter 3,100.0,1999,45.0,0.45
White Corn,Guimaras,Quarter 3,484.0,1999,261.0,0.5392561983471075
White Corn,Iloilo,Quarter 3,2507.0,1999,2883.0,1.1499800558436377
Yellow Corn,Aklan,Quarter 3,58.0,1999,42.0,0.7241379310344828
Yellow Corn,Antique,Quarter 3,60.0,1999,60.0,1.0
Yellow Corn,Capiz,Quarter 3,3742.0,1999,3480.0,0.9299839657936932
Yellow Corn,Guimaras,Quarter 3,120.0,1999,108.0,0.9
Yellow Corn,Iloilo,Quarter 3,6600.0,1999,10428.0,1.58
Corn,Aklan,Quarter 3,65.0,1999,46.0,0.7076923076923077
Corn,Antique,Quarter 3,75.0,1999,67.0,0.8933333333333333
Corn,Capiz,Quarter 3,3842.0,1999,3525.0,0.9174908901613743
Corn,Guimaras,Quarter 3,604.0,1999,369.0,0.6109271523178808
Corn,Iloilo,Quarter 3,9107.0,1999,13311.0,1.4616229274184693
Irrigated Palay,Aklan,Quarter 4,3317.0,1999,10809.0,3.2586674706059693
Irrigated Palay,Antique,Quarter 4,11093.0,1999,33279.0,3.0
Irrigated Palay,Capiz,Quarter 4,4342.0,1999,12418.0,2.859972362966375
Irrigated Palay,Guimaras,Quarter 4,960.0,1999,2026.0,2.1104166666666666
Irrigated Palay,Iloilo,Quarter 4,31000.0,1999,92070.0,2.97
Rainfed Palay,Aklan,Quarter 4,4279.0,1999,8698.0,2.032717924748773
Rainfed Palay,Antique,Quarter 4,4900.0,1999,7350.0,1.5
Rainfed Palay,Capiz,Quarter 4,9002.0,1999,18454.0,2.049988891357476
Rainfed Palay,Guimaras,Quarter 4,4315.0,1999,5307.0,1.2298957126303591
Rainfed Palay,Iloilo,Quarter 4,22110.0,1999,44220.0,2.0
Palay,Aklan,Quarter 4,7596.0,1999,19507.0,2.568062137967351
Palay,Antique,Quarter 4,15993.0,1999,40629.0,2.540423935471769
Palay,Capiz,Quarter 4,13344.0,1999,30872.0,2.313549160671463
Palay,Guimaras,Quarter 4,5275.0,1999,7333.0,1.3901421800947866
