,Croptype,Province,Quarter,Year,Area,Production
1326,Rainfed Palay,Antique,1,1998,550.0,660.0
1327,Rainfed Palay,Capiz,1,1998,36644.0,69439.0
1328,Rainfed Palay,Guimaras,1,1998,1200.0,1183.0
1329,Rainfed Palay,Iloilo,1,1998,15565.0,14631.0
1330,Palay,Aklan,1,1998,17828.0,51595.0
1331,Palay,Antique,1,1998,13200.0,36080.0
1332,Palay,Capiz,1,1998,40822.0,80093.0
1333,Palay,Guimaras,1,1998,2200.0,3083.0
1334,Palay,Iloilo,1,1998,47025.0,86045.0
1335,White Corn,Aklan,1,1998,11.0,9.0
1336,White Corn,Antique,1,1998,55.0,15.0
1337,White Corn,Capiz,1,1998,175.0,86.0
1338,White Corn,Guimaras,1,1998,130.0,90.0
1339,White Corn,Iloilo,1,1998,1651.0,1139.0
1340,Yellow Corn,Aklan,1,1998,274.0,235.0
1341,Yellow Corn,Antique,1,1998,360.0,180.0
1342,Yellow Corn,Capiz,1,1998,2834.0,2721.0
1343,Yellow Corn,Guimaras,1,1998,25.0,20.0
1344,Yellow Corn,Iloilo,1,1998,3593.0,3413.0
1345,Corn,Aklan,1,1998,285.0,244.0
1346,Corn,Antique,1,1998,415.0,195.0
1347,Corn,Capiz,1,1998,3009.0,2807.0
1348,Corn,Guimaras,1,1998,155.0,110.0
1349,Corn,Iloilo,1,1998,5244.0,4552.0
1350,Irrigated Palay,Aklan,2,1998,189.0,421.0
1351,Irrigated Palay,Antique,2,1998,7255.0,18863.0
1352,Irrigated Palay,Capiz,2,1998,3390.0,7797.0
1353,Irrigated Palay,Guimaras,2,1998,20.0,20.0
1354,Irrigated Palay,Iloilo,2,1998,1209.0,2515.0
1355,Rainfed Palay,Aklan,2,1998,2581.0,6370.0
1356,Rainfed Palay,Antique,2,1998,2581.0,6370.0
1357,Rainfed Palay,Capiz,2,1998,215.0,290.0
1358,Rainfed Palay,Guimaras,2,1998,2581.0,6370.0
1359,Rainfed Palay,Iloilo,2,1998,2581.0,6370.0
1360,Palay,Aklan,2,1998,189.0,421.0
1361,Palay,Antique,2,1998,7255.0,18863.0
1362,Palay,Capiz,2,1998,3605.0,8087.0
1363,Palay,Guimaras,2,1998,20.0,20.0
1364,Palay,Iloilo,2,1998,1209.0,2515.0
1365,White Corn,Aklan,2,1998,14.0,12.0
1366,White Corn,Antique,2,1998,25.0,9.0
1367,White Corn,Capiz,2,1998,40.0,15.0
1368,White Corn,Guimaras,2,1998,2581.0,6370.0
1369,White Corn,Iloilo,2,1998,10.0,8.0
1370,Yellow Corn,Aklan,2,1998,122.0,112.0
1371,Yellow Corn,Antique,2,1998,120.0,108.0
1372,Yellow Corn,Capiz,2,1998,640.0,544.0
1373,Yellow Corn,Guimaras,2,1998,2581.0,6370.0
1374,Yellow Corn,Iloilo,2,1998,5.0,5.0
1375,Corn,Aklan,2,1998,136.0,124.0
1376,Corn,Antique,2,1998,145.0,117.0
1377,Corn,Capiz,2,1998,680.0,559.0
1378,Corn,Guimaras,2,1998,2581.0,6370.0
1379,Corn,Iloilo,2,1998,15.0,13.0
1380,Irrigated Palay,Aklan,3,1998,6480.0,23522.0
1381,Irrigated Palay,Antique,3,1998,11032.0,48541.0
1382,Irrigated Palay,Capiz,3,1998,2814.0,9568.0
1383,Irrigated Palay,Guimaras,3,1998,1000.0,3690.0
1384,Irrigated Palay,Iloilo,3,1998,14072.0,47141.0
1385,Rainfed Palay,Aklan,3,1998,2426.0,4585.0
1386,Rainfed Palay,Antique,3,1998,10300.0,22763.0
1387,Rainfed Palay,Capiz,3,1998,10194.0,25893.0
1388,Rainfed Palay,Guimaras,3,1998,7285.0,18893.0
1389,Rainfed Palay,Iloilo,3,1998,13332.0,30264.0
1390,Palay,Aklan,3,1998,8906.0,28107.0
1391,Palay,Antique,3,1998,21332.0,71304.0
1392,Palay,Capiz,3,1998,13008.0,35461.0
1393,Palay,Guimaras,3,1998,8285.0,22583.0
1394,Palay,Iloilo,3,1998,27404.0,77405.0
1395,White Corn,Aklan,3,1998,6.0,5.0
1396,White Corn,Antique,3,1998,15.0,8.0
1397,White Corn,Capiz,3,1998,125.0,72.0
1398,White Corn,Guimaras,3,1998,766.0,866.0
1399,White Corn,Iloilo,3,1998,3744.0,5054.0
1400,Yellow Corn,Aklan,3,1998,90.0,70.0
1401,Yellow Corn,Antique,3,1998,75.0,68.0
1402,Yellow Corn,Capiz,3,1998,8067.0,12907.0
1403,Yellow Corn,Guimaras,3,1998,106.0,136.0
1404,Yellow Corn,Iloilo,3,1998,9272.0,15670.0
1405,Corn,Aklan,3,1998,96.0,75.0
1406,Corn,Antique,3,1998,90.0,76.0
1407,Corn,Capiz,3,1998,8192.0,12979.0
1408,Corn,Guimaras,3,1998,872.0,1002.0
1409,Corn,Iloilo,3,1998,13016.0,20724.0
1410,Irrigated Palay,Aklan,4,1998,2140.0,6451.0
1411,Irrigated Palay,Antique,4,1998,10670.0,36278.0
1412,Irrigated Palay,Capiz,4,1998,5127.0,15894.0
1413,Irrigated Palay,Guimaras,4,1998,1198.0,4205.0
1414,Irrigated Palay,Iloilo,4,1998,33032.0,107024.0
1415,Rainfed Palay,Aklan,4,1998,7200.0,12650.0
1416,Rainfed Palay,Antique,4,1998,7720.0,14668.0
1417,Rainfed Palay,Capiz,4,1998,30714.0,69414.0
1418,Rainfed Palay,Guimaras,4,1998,2500.0,4800.0
1419,Rainfed Palay,Iloilo,4,1998,32020.0,68203.0
1420,Palay,Aklan,4,1998,9340.0,19101.0
1421,Palay,Antique,4,1998,18390.0,50946.0
1422,Palay,Capiz,4,1998,35841.0,85308.0
1423,Palay,Guimaras,4,1998,3698.0,9005.0
1424,Palay,Iloilo,4,1998,65052.0,175227.0
1425,White Corn,Aklan,4,1998,6.0,3.0
1426,White Corn,Antique,4,1998,2581.0,6370.0
1427,White Corn,Capiz,4,1998,10.0,4.0
1428,White Corn,Guimaras,4,1998,150.0,150.0
1429,White Corn,Iloilo,4,1998,200.0,220.0
1430,Yellow Corn,Aklan,4,1998,44.0,29.0
1431,Yellow Corn,Antique,4,1998,2581.0,6370.0
1432,Yellow Corn,Capiz,4,1998,120.0,78.0
1433,Yellow Corn,Guimaras,4,1998,30.0,33.0
1434,Yellow Corn,Iloilo,4,1998,750.0,1200.0
1435,Corn,Aklan,4,1998,50.0,32.0
1436,Corn,Antique,4,1998,2581.0,6370.0
1437,Corn,Capiz,4,1998,130.0,82.0
1438,Corn,Guimaras,4,1998,180.0,183.0
1439,Corn,Iloilo,4,1998,950.0,1420.0
1440,Irrigated Palay,Aklan,1,1999,8176.0,30612.0
1441,Irrigated Palay,Antique,1,1999,13260.0,43891.0
1442,Irrigated Palay,Capiz,1,1999,6862.0,20860.0
1443,Irrigated Palay,Guimaras,1,1999,1150.0,3278.0
1444,Irrigated Palay,Iloilo,1,1999,38667.0,131854.0
1445,Rainfed Palay,Aklan,1,1999,8951.0,15943.0
1446,Rainfed Palay,Antique,1,1999,2650.0,4929.0
1447,Rainfed Palay,Capiz,1,1999,37800.0,84285.0
1448,Rainfed Palay,Guimaras,1,1999,6000.0,9600.0
1449,Rainfed Palay,Iloilo,1,1999,41142.0,96272.0
1450,Palay,Aklan,1,1999,17127.0,46555.0
1451,Palay,Antique,1,1999,15910.0,48820.0
1452,Palay,Capiz,1,1999,44662.0,105145.0
1453,Palay,Guimaras,1,1999,7150.0,12878.0
1454,Palay,Iloilo,1,1999,79809.0,228126.0
1455,White Corn,Aklan,1,1999,10.0,5.0
1456,White Corn,Antique,1,1999,30.0,9.0
1457,White Corn,Capiz,1,1999,100.0,40.0
1458,White Corn,Guimaras,1,1999,120.0,115.0
1459,White Corn,Iloilo,1,1999,660.0,957.0
1460,Yellow Corn,Aklan,1,1999,117.0,75.0
1461,Yellow Corn,Antique,1,1999,100.0,71.0
1462,Yellow Corn,Capiz,1,1999,1090.0,785.0
1463,Yellow Corn,Guimaras,1,1999,22.0,20.0
1464,Yellow Corn,Iloilo,1,1999,2237.0,4474.0
1465,Corn,Aklan,1,1999,127.0,80.0
1466,Corn,Antique,1,1999,130.0,80.0
1467,Corn,Capiz,1,1999,1190.0,825.0
1468,Corn,Guimaras,1,1999,142.0,135.0
1469,Corn,Iloilo,1,1999,2897.0,5431.0
1470,Irrigated Palay,Aklan,2,1999,3592.0,12098.0
1471,Irrigated Palay,Antique,2,1999,9670.0,29977.0
1472,Irrigated Palay,Capiz,2,1999,5063.0,15847.0
1473,Irrigated Palay,Guimaras,2,1999,420.0,727.0
1474,Irrigated Palay,Iloilo,2,1999,14770.0,45492.0
1475,Rainfed Palay,Aklan,2,1999,840.0,1625.0
1476,Rainfed Palay,Antique,2,1999,1400.0,2520.0
1477,Rainfed Palay,Capiz,2,1999,5630.0,11598.0
1478,Rainfed Palay,Guimaras,2,1999,660.0,797.0
1479,Rainfed Palay,Iloilo,2,1999,2655.0,5655.0
1480,Palay,Aklan,2,1999,4432.0,13723.0
1481,Palay,Antique,2,1999,11070.0,32497.0
1482,Palay,Capiz,2,1999,10693.0,27445.0
1483,Palay,Guimaras,2,1999,1080.0,1524.0
1484,Palay,Iloilo,2,1999,17425.0,51147.0
1485,White Corn,Aklan,2,1999,10.0,9.0
1486,White Corn,Antique,2,1999,60.0,26.0
1487,White Corn,Capiz,2,1999,32.0,12.0
1488,White Corn,Guimaras,2,1999,222.0,98.0
1489,White Corn,Iloilo,2,1999,1499.0,1634.0
1490,Yellow Corn,Aklan,2,1999,60.0,53.0
1491,Yellow Corn,Antique,2,1999,1500.0,2100.0
1492,Yellow Corn,Capiz,2,1999,1338.0,1605.0
1493,Yellow Corn,Guimaras,2,1999,2581.0,6370.0
1494,Yellow Corn,Iloilo,2,1999,5396.0,7123.0
1495,Corn,Aklan,2,1999,70.0,62.0
1496,Corn,Antique,2,1999,1560.0,2126.0
1497,Corn,Capiz,2,1999,1370.0,1617.0
1498,Corn,Guimaras,2,1999,222.0,98.0
1499,Corn,Iloilo,2,1999,6895.0,8757.0
1500,Irrigated Palay,Aklan,3,1999,7250.0,27603.0
1501,Irrigated Palay,Antique,3,1999,11820.0,37824.0
1502,Irrigated Palay,Capiz,3,1999,6093.0,19498.0
1503,Irrigated Palay,Guimaras,3,1999,1428.0,3841.0
1504,Irrigated Palay,Iloilo,3,1999,33225.0,96020.0
1505,Rainfed Palay,Aklan,3,1999,7023.0,18136.0
1506,Rainfed Palay,Antique,3,1999,11580.0,19454.0
1507,Rainfed Palay,Capiz,3,1999,31424.0,65990.0
1508,Rainfed Palay,Guimaras,3,1999,8000.0,15600.0
1509,Rainfed Palay,Iloilo,3,1999,41097.0,90002.0
1510,Palay,Aklan,3,1999,14273.0,45739.0
1511,Palay,Antique,3,1999,23400.0,57278.0
1512,Palay,Capiz,3,1999,37517.0,85488.0
1513,Palay,Guimaras,3,1999,9428.0,19441.0
1514,Palay,Iloilo,3,1999,74322.0,186022.0
1515,White Corn,Aklan,3,1999,7.0,4.0
1516,White Corn,Antique,3,1999,15.0,7.0
1517,White Corn,Capiz,3,1999,100.0,45.0
1518,White Corn,Guimaras,3,1999,484.0,261.0
1519,White Corn,Iloilo,3,1999,2507.0,2883.0
1520,Yellow Corn,Aklan,3,1999,58.0,42.0
1521,Yellow Corn,Antique,3,1999,60.0,60.0
1522,Yellow Corn,Capiz,3,1999,3742.0,3480.0
1523,Yellow Corn,Guimaras,3,1999,120.0,108.0
1524,Yellow Corn,Iloilo,3,1999,6600.0,10428.0
1525,Corn,Aklan,3,1999,65.0,46.0
1526,Corn,Antique,3,1999,75.0,67.0
1527,Corn,Capiz,3,1999,3842.0,3525.0
1528,Corn,Guimaras,3,1999,604.0,369.0
1529,Corn,Iloilo,3,1999,9107.0,13311.0
1530,Irrigated Palay,Aklan,4,1999,3317.0,10809.0
1531,Irrigated Palay,Antique,4,1999,11093.0,33279.0
1532,Irrigated Palay,Capiz,4,1999,4342.0,12418.0
1533,Irrigated Palay,Guimaras,4,1999,960.0,2026.0
1534,Irrigated Palay,Iloilo,4,1999,31000.0,92070.0
1535,Rainfed Palay,Aklan,4,1999,4279.0,8698.0
1536,Rainfed Palay,Antique,4,1999,4900.0,7350.0
1537,Rainfed Palay,Capiz,4,1999,9002.0,18454.0
1538,Rainfed Palay,Guimaras,4,1999,4315.0,5307.0
1539,Rainfed Palay,Iloilo,4,1999,22110.0,44220.0
1540,Palay,Aklan,4,1999,7596.0,19507.0
1541,Palay,Antique,4,1999,15993.0,40629.0
1542,Palay,Capiz,4,1999,13344.0,30872.0
1543,Palay,Guimaras,4,1999,5275.0,7333.0
1544,Palay,Iloilo,4,1999,53110.0,136290.0
1545,White Corn,Aklan,4,1999,6.0,3.0
1546,White Corn,Antique,4,1999,2581.0,6370.0
1547,White Corn,Capiz,4,1999,8.0,3.0
1548,White Corn,Guimaras,4,1999,102.0,97.0
1549,White Corn,Iloilo,4,1999,195.0,156.0
1550,Yellow Corn,Aklan,4,1999,45.0,32.0
1551,Yellow Corn,Antique,4,1999,2581.0,6370.0
1552,Yellow Corn,Capiz,4,1999,162.0,97.0
1553,Yellow Corn,Guimaras,4,1999,50.0,60.0
1554,Yellow Corn,Iloilo,4,1999,100.0,107.0
1555,Corn,Aklan,4,1999,51.0,35.0
1556,Corn,Antique,4,1999,2581.0,6370.0
1557,Corn,Capiz,4,1999,170.0,100.0
1558,Corn,Guimaras,4,1999,152.0,157.0
1559,Corn,Iloilo,4,1999,295.0,263.0
1560,Irrigated Palay,Aklan,1,2000,7052.0,22510.0
1561,Irrigated Palay,Antique,1,2000,14100.0,42864.0
1562,Irrigated Palay,Capiz,1,2000,6831.0,19058.0
1563,Irrigated Palay,Guimaras,1,2000,1170.0,2808.0
1564,Irrigated Palay,Iloilo,1,2000,35600.0,110360.0
1565,Rainfed Palay,Aklan,1,2000,5975.0,11461.0
1566,Rainfed Palay,Antique,1,2000,2587.0,3932.0
1567,Rainfed Palay,Capiz,1,2000,34431.0,68173.0
1568,Rainfed Palay,Guimaras,1,2000,5005.0,4956.0
1569,Rainfed Palay,Iloilo,1,2000,32706.0,61814.0
1570,Palay,Aklan,1,2000,13027.0,33971.0
1571,Palay,Antique,1,2000,16687.0,46796.0
1572,Palay,Capiz,1,2000,41262.0,87231.0
1573,Palay,Guimaras,1,2000,6175.0,7764.0
1574,Palay,Iloilo,1,2000,68306.0,172174.0
1575,White Corn,Aklan,1,2000,10.0,6.0
1576,White Corn,Antique,1,2000,50.0,17.0
1577,White Corn,Capiz,1,2000,76.0,30.0
1578,White Corn,Guimaras,1,2000,70.0,52.0
1579,White Corn,Iloilo,1,2000,5022.0,4821.0
1580,Yellow Corn,Aklan,1,2000,111.0,75.0
1581,Yellow Corn,Antique,1,2000,120.0,66.0
1582,Yellow Corn,Capiz,1,2000,1108.0,886.0
1583,Yellow Corn,Guimaras,1,2000,20.0,21.0
1584,Yellow Corn,Iloilo,1,2000,7295.0,10067.0
1585,Corn,Aklan,1,2000,121.0,81.0
1586,Corn,Antique,1,2000,170.0,83.0
1587,Corn,Capiz,1,2000,1184.0,916.0
1588,Corn,Guimaras,1,2000,90.0,73.0
1589,Corn,Iloilo,1,2000,12317.0,14888.0
1590,Irrigated Palay,Aklan,2,2000,2721.0,8843.0
1591,Irrigated Palay,Antique,2,2000,10095.0,33616.0
1592,Irrigated Palay,Capiz,2,2000,5224.0,15411.0
1593,Irrigated Palay,Guimaras,2,2000,575.0,1286.0
1594,Irrigated Palay,Iloilo,2,2000,12446.0,28875.0
1595,Rainfed Palay,Aklan,2,2000,4402.0,9275.0
1596,Rainfed Palay,Antique,2,2000,900.0,1710.0
1597,Rainfed Palay,Capiz,2,2000,13238.0,26476.0
1598,Rainfed Palay,Guimaras,2,2000,25.0,18.0
1599,Rainfed Palay,Iloilo,2,2000,1000.0,1600.0
1600,Palay,Aklan,2,2000,7123.0,18118.0
1601,Palay,Antique,2,2000,10995.0,35326.0
1602,Palay,Capiz,2,2000,18462.0,41887.0
1603,Palay,Guimaras,2,2000,600.0,1304.0
1604,Palay,Iloilo,2,2000,13446.0,30475.0
1605,White Corn,Aklan,2,2000,10.0,7.0
1606,White Corn,Antique,2,2000,180.0,126.0
1607,White Corn,Capiz,2,2000,50.0,18.0
1608,White Corn,Guimaras,2,2000,140.0,70.0
1609,White Corn,Iloilo,2,2000,2327.0,2467.0
1610,Yellow Corn,Aklan,2,2000,119.0,103.0
1611,Yellow Corn,Antique,2,2000,1500.0,2175.0
1612,Yellow Corn,Capiz,2,2000,924.0,1016.0
1613,Yellow Corn,Guimaras,2,2000,40.0,32.0
1614,Yellow Corn,Iloilo,2,2000,2800.0,3780.0
1615,Corn,Aklan,2,2000,129.0,110.0
1616,Corn,Antique,2,2000,1680.0,2301.0
1617,Corn,Capiz,2,2000,974.0,1034.0
1618,Corn,Guimaras,2,2000,180.0,102.0
1619,Corn,Iloilo,2,2000,5127.0,6247.0
1620,Irrigated Palay,Aklan,3,2000,5398.0,20974.0
1621,Irrigated Palay,Antique,3,2000,12780.0,48053.0
1622,Irrigated Palay,Capiz,3,2000,6923.0,23538.0
1623,Irrigated Palay,Guimaras,3,2000,850.0,3417.0
1624,Irrigated Palay,Iloilo,3,2000,32433.0,116759.0
1625,Rainfed Palay,Aklan,3,2000,6900.0,16007.0
1626,Rainfed Palay,Antique,3,2000,10556.0,21112.0
1627,Rainfed Palay,Capiz,3,2000,28748.0,63246.0
1628,Rainfed Palay,Guimaras,3,2000,5666.0,15411.0
1629,Rainfed Palay,Iloilo,3,2000,33066.0,91262.0
1630,Palay,Aklan,3,2000,12298.0,36981.0
1631,Palay,Antique,3,2000,23336.0,69165.0
1632,Palay,Capiz,3,2000,35671.0,86784.0
1633,Palay,Guimaras,3,2000,6516.0,18828.0
1634,Palay,Iloilo,3,2000,65499.0,208021.0
1635,White Corn,Aklan,3,2000,8.0,5.0
1636,White Corn,Antique,3,2000,15.0,7.0
1637,White Corn,Capiz,3,2000,100.0,50.0
1638,White Corn,Guimaras,3,2000,297.0,303.0
1639,White Corn,Iloilo,3,2000,4037.0,4198.0
1640,Yellow Corn,Aklan,3,2000,45.0,28.0
1641,Yellow Corn,Antique,3,2000,60.0,60.0
1642,Yellow Corn,Capiz,3,2000,2076.0,2512.0
1643,Yellow Corn,Guimaras,3,2000,215.0,241.0
1644,Yellow Corn,Iloilo,3,2000,6381.0,10273.0
1645,Corn,Aklan,3,2000,53.0,33.0
1646,Corn,Antique,3,2000,75.0,67.0
1647,Corn,Capiz,3,2000,2176.0,2562.0
1648,Corn,Guimaras,3,2000,512.0,544.0
1649,Corn,Iloilo,3,2000,10418.0,14471.0
1650,Irrigated Palay,Aklan,4,2000,6764.0,26403.0
1651,Irrigated Palay,Antique,4,2000,13150.0,44053.0
1652,Irrigated Palay,Capiz,4,2000,4284.0,10796.0
1653,Irrigated Palay,Guimaras,4,2000,1450.0,4350.0
1654,Irrigated Palay,Iloilo,4,2000,34524.0,116001.0
1655,Rainfed Palay,Aklan,4,2000,3006.0,8456.0
1656,Rainfed Palay,Antique,4,2000,7220.0,16028.0
1657,Rainfed Palay,Capiz,4,2000,13245.0,31788.0
1658,Rainfed Palay,Guimaras,4,2000,5200.0,12428.0
1659,Rainfed Palay,Iloilo,4,2000,35599.0,72622.0
1660,Palay,Aklan,4,2000,9770.0,34859.0
1661,Palay,Antique,4,2000,20370.0,60081.0
1662,Palay,Capiz,4,2000,17529.0,42584.0
1663,Palay,Guimaras,4,2000,6650.0,16778.0
1664,Palay,Iloilo,4,2000,70123.0,188623.0
1665,White Corn,Aklan,4,2000,9.0,5.0
1666,White Corn,Antique,4,2000,2581.0,6370.0
1667,White Corn,Capiz,4,2000,8.0,6.0
1668,White Corn,Guimaras,4,2000,35.0,19.0
1669,White Corn,Iloilo,4,2000,300.0,300.0
1670,Yellow Corn,Aklan,4,2000,26.0,16.0
1671,Yellow Corn,Antique,4,2000,2581.0,6370.0
1672,Yellow Corn,Capiz,4,2000,750.0,938.0
1673,Yellow Corn,Guimaras,4,2000,36.0,32.0
1674,Yellow Corn,Iloilo,4,2000,400.0,600.0
1675,Corn,Aklan,4,2000,35.0,21.0
1676,Corn,Antique,4,2000,2581.0,6370.0
1677,Corn,Capiz,4,2000,758.0,944.0
1678,Corn,Guimaras,4,2000,71.0,51.0
1679,Corn,Iloilo,4,2000,700.0,900.0
1680,Irrigated Palay,Aklan,1,2001,8610.0,31323.0
1681,Irrigated Palay,Antique,1,2001,15200.0,48640.0
1682,Irrigated Palay,Capiz,1,2001,6126.0,16234.0
1683,Irrigated Palay,Guimaras,1,2001,1200.0,3744.0
1684,Irrigated Palay,Iloilo,1,2001,32541.0,102830.0
1685,Rainfed Palay,Aklan,1,2001,9195.0,18107.0
1686,Rainfed Palay,Antique,1,2001,2690.0,5246.0
1687,Rainfed Palay,Capiz,1,2001,31156.0,58262.0
1688,Rainfed Palay,Guimaras,1,2001,4175.0,6972.0
1689,Rainfed Palay,Iloilo,1,2001,34237.0,79430.0
1690,Palay,Aklan,1,2001,17805.0,49430.0
1691,Palay,Antique,1,2001,17890.0,53886.0
1692,Palay,Capiz,1,2001,37282.0,74496.0
1693,Palay,Guimaras,1,2001,5375.0,10716.0
1694,Palay,Iloilo,1,2001,66778.0,182260.0
1695,White Corn,Aklan,1,2001,13.0,9.0
1696,White Corn,Antique,1,2001,70.0,27.0
1697,White Corn,Capiz,1,2001,40.0,28.0
1698,White Corn,Guimaras,1,2001,80.0,57.0
1699,White Corn,Iloilo,1,2001,1920.0,1766.0
1700,Yellow Corn,Aklan,1,2001,57.0,40.0
1701,Yellow Corn,Antique,1,2001,170.0,107.0
1702,Yellow Corn,Capiz,1,2001,750.0,1012.0
1703,Yellow Corn,Guimaras,1,2001,35.0,35.0
1704,Yellow Corn,Iloilo,1,2001,3480.0,4733.0
1705,Corn,Aklan,1,2001,70.0,49.0
1706,Corn,Antique,1,2001,240.0,134.0
1707,Corn,Capiz,1,2001,790.0,1040.0
1708,Corn,Guimaras,1,2001,115.0,92.0
1709,Corn,Iloilo,1,2001,5400.0,6499.0
1710,Irrigated Palay,Aklan,2,2001,971.0,3718.0
1711,Irrigated Palay,Antique,2,2001,8497.0,27190.0
1712,Irrigated Palay,Capiz,2,2001,5096.0,14778.0
1713,Irrigated Palay,Guimaras,2,2001,550.0,1144.0
1714,Irrigated Palay,Iloilo,2,2001,13545.0,39416.0
1715,Rainfed Palay,Aklan,2,2001,1887.0,4604.0
1716,Rainfed Palay,Antique,2,2001,650.0,1222.0
1717,Rainfed Palay,Capiz,2,2001,12075.0,23788.0
1718,Rainfed Palay,Guimaras,2,2001,2581.0,6370.0
1719,Rainfed Palay,Iloilo,2,2001,2733.0,5439.0
1720,Palay,Aklan,2,2001,2858.0,8322.0
1721,Palay,Antique,2,2001,9147.0,28412.0
1722,Palay,Capiz,2,2001,17171.0,38566.0
1723,Palay,Guimaras,2,2001,550.0,1144.0
1724,Palay,Iloilo,2,2001,16278.0,44855.0
1725,White Corn,Aklan,2,2001,15.0,12.0
1726,White Corn,Antique,2,2001,200.0,152.0
1727,White Corn,Capiz,2,2001,45.0,30.0
1728,White Corn,Guimaras,2,2001,60.0,54.0
1729,White Corn,Iloilo,2,2001,2673.0,2673.0
1730,Yellow Corn,Aklan,2,2001,99.0,84.0
1731,Yellow Corn,Antique,2,2001,1500.0,2295.0
1732,Yellow Corn,Capiz,2,2001,911.0,1014.0
1733,Yellow Corn,Guimaras,2,2001,20.0,25.0
1734,Yellow Corn,Iloilo,2,2001,2720.0,3944.0
1735,Corn,Aklan,2,2001,114.0,96.0
1736,Corn,Antique,2,2001,1700.0,2447.0
1737,Corn,Capiz,2,2001,956.0,1044.0
1738,Corn,Guimaras,2,2001,80.0,79.0
1739,Corn,Iloilo,2,2001,5393.0,6617.0
1740,Irrigated Palay,Aklan,3,2001,5405.0,21005.0
1741,Irrigated Palay,Antique,3,2001,13500.0,43200.0
1742,Irrigated Palay,Capiz,3,2001,7000.0,23870.0
1743,Irrigated Palay,Guimaras,3,2001,1110.0,3774.0
1744,Irrigated Palay,Iloilo,3,2001,31040.0,113296.0
1745,Rainfed Palay,Aklan,3,2001,3997.0,9071.0
1746,Rainfed Palay,Antique,3,2001,10200.0,16320.0
1747,Rainfed Palay,Capiz,3,2001,31680.0,73181.0
1748,Rainfed Palay,Guimaras,3,2001,3000.0,7800.0
1749,Rainfed Palay,Iloilo,3,2001,31339.0,90256.0
1750,Palay,Aklan,3,2001,9402.0,30076.0
1751,Palay,Antique,3,2001,23700.0,59520.0
1752,Palay,Capiz,3,2001,38680.0,97051.0
1753,Palay,Guimaras,3,2001,4110.0,11574.0
1754,Palay,Iloilo,3,2001,62379.0,203552.0
1755,White Corn,Aklan,3,2001,11.0,8.0
1756,White Corn,Antique,3,2001,15.0,8.0
1757,White Corn,Capiz,3,2001,100.0,78.0
1758,White Corn,Guimaras,3,2001,240.0,240.0
1759,White Corn,Iloilo,3,2001,2564.0,3000.0
1760,Yellow Corn,Aklan,3,2001,50.0,36.0
1761,Yellow Corn,Antique,3,2001,60.0,60.0
1762,Yellow Corn,Capiz,3,2001,2714.0,3799.0
1763,Yellow Corn,Guimaras,3,2001,120.0,144.0
1764,Yellow Corn,Iloilo,3,2001,7676.0,12512.0
1765,Corn,Aklan,3,2001,61.0,44.0
1766,Corn,Antique,3,2001,75.0,68.0
1767,Corn,Capiz,3,2001,2814.0,3877.0
1768,Corn,Guimaras,3,2001,360.0,384.0
1769,Corn,Iloilo,3,2001,10240.0,15512.0
1770,Irrigated Palay,Aklan,4,2001,6571.0,23918.0
1771,Irrigated Palay,Antique,4,2001,13230.0,42998.0
1772,Irrigated Palay,Capiz,4,2001,4305.0,13389.0
1773,Irrigated Palay,Guimaras,4,2001,1210.0,3751.0
1774,Irrigated Palay,Iloilo,4,2001,33161.0,109431.0
1775,Rainfed Palay,Aklan,4,2001,5855.0,12120.0
1776,Rainfed Palay,Antique,4,2001,7440.0,15698.0
1777,Rainfed Palay,Capiz,4,2001,14545.0,35926.0
1778,Rainfed Palay,Guimaras,4,2001,6830.0,14616.0
1779,Rainfed Palay,Iloilo,4,2001,40600.0,95816.0
1780,Palay,Aklan,4,2001,12426.0,36038.0
1781,Palay,Antique,4,2001,20670.0,58696.0
1782,Palay,Capiz,4,2001,18850.0,49315.0
1783,Palay,Guimaras,4,2001,8040.0,18367.0
1784,Palay,Iloilo,4,2001,73761.0,205247.0
1785,White Corn,Aklan,4,2001,8.0,5.0
1786,White Corn,Antique,4,2001,2581.0,6370.0
1787,White Corn,Capiz,4,2001,5.0,4.0
1788,White Corn,Guimaras,4,2001,70.0,70.0
1789,White Corn,Iloilo,4,2001,250.0,320.0
1790,Yellow Corn,Aklan,4,2001,23.0,15.0
1791,Yellow Corn,Antique,4,2001,2581.0,6370.0
1792,Yellow Corn,Capiz,4,2001,546.0,409.0
1793,Yellow Corn,Guimaras,4,2001,56.0,62.0
1794,Yellow Corn,Iloilo,4,2001,975.0,1462.0
1795,Corn,Aklan,4,2001,31.0,20.0
1796,Corn,Antique,4,2001,2581.0,6370.0
1797,Corn,Capiz,4,2001,551.0,413.0
1798,Corn,Guimaras,4,2001,126.0,132.0
1799,Corn,Iloilo,4,2001,1225.0,1782.0
1800,Irrigated Palay,Aklan,1,2002,8616.0,34809.0
1801,Irrigated Palay,Antique,1,2002,15200.0,47424.0
1802,Irrigated Palay,Capiz,1,2002,6705.0,19847.0
1803,Irrigated Palay,Guimaras,1,2002,725.0,1958.0
1804,Irrigated Palay,Iloilo,1,2002,39750.0,116070.0
1805,Rainfed Palay,Aklan,1,2002,9048.0,23333.0
1806,Rainfed Palay,Antique,1,2002,3616.0,5786.0
1807,Rainfed Palay,Capiz,1,2002,36724.0,75651.0
